UUID,Description 1,Domains,AttributeNameENG,Categories,ACS Definition
871bb73f-2d7c-4ae0-bd3b-c83e305e1bd3,xMatureVideoGames,LODGING_UNDEFINED,Mature Video Games,null,Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226); Base attribute removed: MatureVideoGames
e8f5467a-4d3d-43be-b185-d1c2a85efd99,Minibar:SoftDrinks:Free:PerStay:PerRoom:ValueAdd,VALUE_ADD_PROMOTION,Free mini bar (soft drinks) once per stay,"FoodAndBeverage, RatePlan, ValueAdd, ValueAddPromotion, VAP:MiniBarExcludesAlcohol, VAP:OfferType:Free",Value add promotion inclusion for free  minibar soft beverages per room per stay
bf3fc08e-8eba-11e9-bc42-526af7764f64,Excursion:DiscountPercentageOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,The type of value add promotion for a discounted percentage amount off of excursions per person per day for a specified number of guests
13e2a840-e653-4a01-a4a9-21e3a4213de7,Bedroom:BunkBed:Instance2:(Count),PROPERTY,Bunk bed(s) -,null,The number of bunk beds in the second bedroom
d6893b2c-864b-4de8-9c8c-558b2afb1a34,Transfer:Mandatory:(TransferOptions),PROPERTY,RequiredTransfer-Options,null,This specifies types of transfers that are required; Should be used with Transfer:Mandatory:(AdvanceNoticeRequirement)
abbb2afd-6e0d-4f36-b7b7-e6002cd789ce,SelfParking:InOutPrivilege:Fee,PROPERTY,Self parking includes in/out privileges,"Fee, LCS, Parking, PartnerCentral:Parking, Vrbo",The fee charged for parking allows exit and reentry without incurring added fees
62beb6ed-9208-4e07-a0a8-fcc6bda059f7,WaterPark:Access:Free:PerDay:PerPerson:GuestLimit:ValueAdd,VALUE_ADD_PROMOTION,Free waterpark access for %person_count% per day,"FamilyAndChildren, Pool, RatePlan, ValueAdd, ValueAddPromotion, VAP:OfferType:Free, VAP:WaterparkAccess, WaterBasedActivity",Value add promotion inclusion for free water park access per person per day for a specified number of guests
2baba2e3-491f-45c2-96e9-f1cf08468e28,ValetParking:DiscountPercentageOffer:PerStay:PerRoom:ValueAdd,VALUE_ADD_PROMOTION,%percent% off valet parking,"Parking, RatePlan, ValueAdd, ValueAddPromotion, VAP:OfferType:Discount, VAP:ValetParking",This value-add promotion includes a percentage discount on valet parking fees per room per stay
6d08dd6c-d331-11e9-bb65-2a2ae2dbcce4,Bedroom:KingBed:Instance3,PROPERTY,King bed,"LCS, Vrbo",The third bedroom has one or more king-sized beds
1254be79-6720-4a33-a31e-878412638646,xStaff:Onsite:UnknownAvailability,PROPERTY,No onsite staff,PartnerCentral:CheckinAndCheckout,"Deprecated - old purpose: There is no on-site staff at this location.; Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226); Base attribute removed: Staff; base terms removed: Onsite, UnknownAvailability; Category removed: PartnerCentral:CheckInCheckOut"
2a15c6b4-8f83-4f47-98e1-706c86e57847,BeachVolleyball:Onsite,PROPERTY,Beach volleyball on site,"Beach, LCS, PartnerCentral:Beach, PartnerCentral:Sports, Sport, StructuredAttributeContent",Beach volleyball is available onsite
0eb6d278-38a3-11ea-a137-2e728ce88125,FullBathroom:JettedBathtub,PROPERTY,FullBathrm1-Jetted bathtub(s),"Bathroom, LCS, Vrbo",The full bathroom has one or more bathtubs with jets
6adaae8d-b4a9-4f92-b28d-6ab57b047ca4,Renovation:Exterior:Instance2,PROPERTY,Exterior,"PartnerCentral:Renovations, Renovation","Multiple areas at the property are being renovated, including the exterior"
6b375369-fb0a-44d7-8e9a-20c977f43c63,PoolFurnishings,PROPERTY,Pool furnishings,Pool,Furnishings and other poolside accessories
5237b053-b9eb-4322-8dd2-5630820e4919,Renovation:HotTub,PROPERTY,Hot tub,"PartnerCentral:Renovations, Pool, Renovation","A hot tub at the property is being renovated, or renovations are planned during an upcoming period"
3f527923-f54e-4a61-a0db-31f6364f7a1f,FurnishedBalcony:InRoom,PROPERTY,Furnished balcony,"ContentQualityScore, ContentScore, LCS, OutdoorAreas, PartnerCentral:RoomLayout, SearchFilter:BalconyOrTerrace, StructuredAttributeContent","All bookable units have a furnished balcony (an attached, elevated outdoor area with furniture provided)"
33351509-bbd9-4df6-b4bd-4d9d48c57536,Ecotours:Onsite,PROPERTY,Ecotours on site,"AdventureActivity, LCS, PartnerCentral:AdventureActivities, StructuredAttributeContent, Sustainability, Vrbo",Ecotours are available on site
ddb97fa0-ba26-11e8-96f8-529269fb1459,ContinentalBreakfast:CreditAmountOffer:PerStay:PerPerson:GuestLimit:ValueAdd:(CurrencyCode),VALUE_ADD_PROMOTION,Currency code,null,The currency code for a value add promotion for a credit toward continental breakfast per person per stay for a specified number of guests
54b0afee-8e10-11e9-bc42-526af7764f64,AmusementPark:Access:DiscountPercentageOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,Amount given for value add promotion  for a credit amount toward amusement park access per person per day for a specified number of guests
54b26a50-8e10-11e9-bc42-526af7764f64,SpaService:DiscountPercentageOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of value add promotion for discounted percentage off of spa services per person per day for a specified number of guests
1bec72e4-f4b4-441a-b453-848dbfb3f897,CityTax:Instance5:AmountFee:Mandatory:ForAdults:(RecurringStartMonth),PROPERTY,CityAdult5-RecurStart-Month,null,"Start time, day, month, or year for specified item or service; The start month of the recurring period for which the fifth instance of the mandatory city tax fee for adults is applied"
ddbc5b94-ba26-11e8-96f8-529269fb1459,Tour:VoucherAmountOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(Amount),VALUE_ADD_PROMOTION,Amount,null,The voucher amount for a value add promotion for a voucher toward tour(s) per person per day for a specified number of guests
ce0bef7d-fac8-4dda-95b7-2b09d6ab4687,WalkabilityUGC:XMD:(Count),PROPERTY,CB-AB-Wlk-Cnt,null,"Number of reviews on the availability of places of interest guests can reach by walking from the property, evaluated in the last 1.5 years to determine the sentiment score. Created for CAM-638"
b9bc0685-8896-44f3-9e54-13ac110d28de,Facility:FacilitiesFeeInclusive,PROPERTY,Facilities fee inclusions,"FacilitiesFee, Fee, OptionalFee, PartnerCentral:FacilityFee",Property amenities that are included in the facilities fee
b257965b-abbf-4f20-a903-8f9c012f5f92,PayMovies:BookableUnit,ROOM_UNIT,Pay movies,"ContentScore, Entertainment, LCS, PartnerCentral:RoomEntertainment, StructuredAttributeContent, TV","In this bookable unit, guests can elect to pay to watch movies; ideally paired with TV type"
85be5c08-92e8-40a7-b0e2-42a6aea058a9,xPool:Indoor:ExactlyOne,ROOM_UNIT; PROPERTY,Indoor pool,"ContentScore, LCS, PartnerCentral:Pools, Pool, ProductDifferentiator, SearchFilter:SwimmingPool, Vrbo","The property contains exactly one indoor pool _ 
Deprecated per CAM-27_ 
BA: Pool / BT: Indoor, ExactlyOne_ 
C: PartnerCentral:Pools; Pool;  ContentScore;  SearchFilter:SwimmingPool; Vrbo"
e6090a64-3d36-4662-b1e7-f30e12b062bc,GasFueledAppliance:Unavailable,PROPERTY,No gas-fueled appliances,"ContentQualityScore, LCS, PartnerCentral:TravelerSafety, Safety, StructuredAttributeContent, Vrbo","There are no gas-fueled appliances at the property. A gas appliance is any appliance that uses natural gas, propane, hydrogen, etc as its power source, instead of electricity. "
e6090a64-3d36-4662-b1e7-f30e12b062bc,GasFueledAppliance:Unavailable,PROPERTY,No gas-fueled appliances,"ContentQualityScore, LCS, PartnerCentral:TravelerSafety, Safety, StructuredAttributeContent, Vrbo","There are no gas-fueled appliances at the property. A gas appliance is any appliance that uses natural gas, propane, hydrogen, etc as its power source, instead of electricity. "
21d8e17c-c55a-4c60-b2b3-6d77110efcfc,DiningVenue:TemporaryClosure,PROPERTY,Dining venue(s),"Closure, Dining, FoodAndBeverage, PartnerCentral:Closures, Restaurant",A dining venue at the property is temporarily closed
aa447220-811d-4947-82e0-9e2811a56a70,Restaurant:Breakfast:Instance5,PROPERTY,Breakfast,"Breakfast, Dining, FoodAndBeverage, PartnerCentral:Dining, Restaurant","The fifth dining venue serves breakfast, or a morning meal"
28a73e2d-319d-4350-b89b-435333e37013,AerobicsClass:AllInclusive,PROPERTY,Aerobics classes/lessons included,"AllInclusive, Fitness, LCS, PartnerCentral:AlllnclusiveActivities",Aerobics classes are included in all-inclusive rate plans
2d35ea10-490e-11ea-b77f-2e728ce88125,CityTax:Instance2:AmountFee:Mandatory:ForAdults:(AmountEffectiveAfterNumberOfDays),PROPERTY,CityAdult2.5-AmtAfterXDays,null,"The amount of the 2nd instance of tax rate for adults which takes effect after certain number of days, determined by 'EffectiveAfterNumberOfDays' attribute.; The amount charged for the second instance of the mandatory city tax fee for adults effective after a particular number of days of the booking period"
f51efcf0-fe64-4874-8fec-b6b7a3eb58f5,Deposit:Instance2:(EndDay),PROPERTY,Other deposit end day -,null,"The breakage/cleaning deposit is required only during a specified date range, ending on this day of the month"
ecd6a0b0-aa0b-11e8-98d0-529269fb1459,Pool:Access:CreditAmountOffer:PerDay:PerRoom:ValueAdd:(CurrencyCode),VALUE_ADD_PROMOTION,Currency code,null,The currency code for a value add promotion for a credit amount toward pool access per room per day
54b23da0-8e10-11e9-bc42-526af7764f64,SkiLiftTicket:CreditAmountOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of value add promotion for a credit amount toward ski lift tickets per person per day for a specified number of guests
2e947d73-2ef8-4878-8bcb-c18e9bf0f63b,TransferService:AmountFee:Mandatory:ForChildren:(MaximumAge),PROPERTY,Mandatory transfer child fee max age -,null,Maximum age for inclusion or exclusion of shuttle fee
4be5b407-975a-4f74-95be-e1349a27d174,Pets:InRoom:Permitted:BookableUnit,ROOM_UNIT,Pet-friendly room,"ContentQualityScore, LCS, PartnerCentral:Pets, SearchFilter:PetsAllowed, ServiceAnimalsAndPets, StayPolicy, StructuredAttributeContent, Vrbo",Pets are allowed in this room or room type
fef530e3-2c4d-11b2-80d3-6ab77c977816,xGeneralFee:Fee:Mandatory:PercentageFee:ForChildren,PROPERTY,xpercent general mandatory fee for children,null,"Deprecated as part of CAM-386, removing unused fees
Base Attribute: GeneralFee
Base Term: Fee, ForChildren, Mandatory, PercentageFee
Category: MandatoryFee
Previous definition: The property charges a mandatory general percentage fee for children"
523a7728-d39d-11e8-a8d5-f2801f1b9fd1,PropertyPolicy:HolidayClosure:SeclusionDay,PROPERTY,Seclusion Day/Hindu New Year,"Closure, PartnerCentral:Closures, StayPolicy","Property is closed on Seclusion Day, also known as Nyepi, a public holiday observed mainly in Bali, Indonesia"
58b98d8e-896a-4fbb-a20d-23b229c6a23e,Beach:SiteLocation,PROPERTY,On beach,"Beach, ContentScore, LCS, Location, PartnerCentral:Beach, PartnerCentral:VrboPropertyLocation, StructuredAttributeContent, Vrbo",This property is on or within 0.5 km of a beach; guests should be able to access the beach without crossing any major roads or highways
90c98ab2-f87e-4e6d-b8ae-0c3178691ee8,Stovetop:UnknownAvailability,PROPERTY,Stovetop - no,"ContentScore, Kitchen, PartnerCentral:KitchenFeatures",Unknown whether a stovetop for cooking with pots and pans is available
c1536723-d920-489d-9c54-6feffa4b95da,LocalMaps,PROPERTY,Local maps,"LCS, PartnerCentral:Conveniences, StructuredAttributeContent",Maps of the surrounding area are available in all bookable units
78fc54b9-ec15-43e3-a323-2796b29056c2,KanazawaCityTax:Fee:Mandatory,PROPERTY,City/Local-Kanazawa,"Fee, MandatoryFee, NonPartnerCentral, PriceQualityComplianceAttribute, Taxation","A mandatory city tax will be collected at the property. The city tax ranges from JPY 200-500 per person, per night based on the nightly room rate"
d8deff5e-b2a4-42e7-8f98-08259c948540,HighSpeedWiFi:CreditAmountOffer:PerStay:PerRoom:ValueAdd:(Amount),VALUE_ADD_PROMOTION,Amount,null,The credit amount for a value add promotion  for a credit amount toward WiFi per room per stay
8203ab53-5097-4a67-aacc-cb433bb2cd54,Desk,PROPERTY,Desk,"ContentScore, LCS, PartnerCentral:RoomLayout, StructuredAttributeContent, Vrbo",All bookable units contain a desk (a piece of furniture wIth a flat surface and drawers intended for work or leisure activities)
4aa4c77c-8ad9-4edf-a576-271e4218f9c3,Renovation:AlternateFacilities:Pool:Indoor,PROPERTY,Indoor pool,"PartnerCentral:Renovations, Pool, Renovation","During renovation, the property will offer an alternate indoor pool"
468bf6dc-a637-4262-b4db-f82df3d424ea,Renovation:AlternateFacilities:Instance2:Offsite,PROPERTY,Alternate facilities are located offsite,"PartnerCentral:Renovations, Renovation","For closures resulting from the second instance of renovation, alernate facilities are located offsite"
9c10b149-4453-49a0-9f48-7ca196c4a150,xShed,PROPERTY,Shed,null,Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226); Base attribute removed: Shed
8201e09f-ab3e-494e-8c34-ccd080401823,Deposit:SpringBreak,PROPERTY,Spring break deposit,"ContentQualityScore, Deposits, PartnerCentral:Deposits",The property requires a deposit at check-in for stays during a designated spring break period
29c4593a-33f0-11ea-978f-2e728ce88125,PropertyPolicy:Pets:(Description),ROOM_UNIT; PROPERTY,Pet policy,null,Description of property policy regarding pets
ddba1730-ba26-11e8-96f8-529269fb1459,Golf:CreditAmountOffer:PerStay:PerPerson:GuestLimit:ValueAdd:(Amount),VALUE_ADD_PROMOTION,Amount,null,The credit amount for a value add promotion for a credit amount toward golf per person per stay for a specified number of guests
5dde4ad2-76ff-4a2d-b30d-1af3ab913fa9,xSmartThermostat,LODGING_UNDEFINED,Smart thermostat,null,Base attribute removed: SmartThermostat; Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226)
aaaea25c-0bba-11ea-8d71-362b9e155667,GolfTheme:AuthorizedManualRemoval,PROPERTY,"THEME OVER-RIDE, REMOVE GOLF","NonPartnerCentral, PropertyTheme",This override attribute is used to manually delete the Golf theme when a property requests removal (https://confluence.expedia.biz/display/SR/Golf)
b7a164bb-2c44-11b2-80dd-964fbf943020,ProtectiveClothing,PROPERTY,Protective Clothing,null,Protective clothing policies
e9529d40-aad8-11e8-98d0-529269fb1459,xBreakfast:BEXLoyalty,LODGING_UNDEFINED,xBreakfast,null,"Deprecated per CAM-232; Removed base attribute: Breakfast, Removed base term: BEXLoyalty; Removed broader concept: Breakfast"
e93ffcd8-b125-4104-8796-f1266d002724,Pool:FacilitiesFeeInclusive,PROPERTY,Facilities fee includes swimming pool access,"FacilitiesFee, Fee, OptionalFee, PartnerCentral:FacilityFee, Pool",The facilities fee includes pool access
22fdb20e-08e3-489e-90ce-823230ee5e75,GeneralDeposit:(MaximumAge),PROPERTY,General deposit max age -,null,The general deposit is required only for guests under this specified age
559986c6-5215-4e27-bdff-0379e0777596,FoodAndBeverage:Free:PerStay:PerPerson:GuestLimit:ValueAdd:(GuestLimitQuantity),VALUE_ADD_PROMOTION,Guest limit,null,The maximum number of guests allowed for a value add promotion for food and beverages provided per person per stay
bf3f7412-8eba-11e9-bc42-526af7764f64,Beverage:Free:PerStay:PerRoom:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,The type of value add promotion for beverages provided per room per stay
bf402ac4-8eba-11e9-bc42-526af7764f64,Pool:Access:CreditAmountOffer:PerDay:PerRoom:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,The type of value add promotion for a credit amount toward pool access per room per day
a9659666-e1b9-4478-a643-909655d0eba6,OtherSleepArea:SleepSofaOrFuton:Instance2:(Count),PROPERTY,Sleep sofa/futon(s) -,null,The number of sleeper sofas or futons in the second sleeping area
44322a7a-8f3f-4885-8e1f-897a36c5bc93,CabinStructure,PROPERTY,Cabin,"LCS, NonPartnerCentral, Structure, VacationRentalStructureType",Rustic house in a rural setting built of natural materials and using minimal décor
4c2da44b-c081-4716-8660-e34f85b435f9,BeachCabanas,LODGING_UNDEFINED,Beach cabanas,"Beach, PartnerCentral:Beach",The property has cabanas (cabins or shelters) on a beach
63de2c93-6d40-4a33-b021-1a617fba4213,xHighchair:AmountFee:ForChildren:Mandatory:(Amount),PROPERTY,High chair fee amount -,null,"Deprecated due to CAM-468
Data term: Amount
The mandatory highchair fee amount charged  to all guests"
131a8a4f-23d1-496f-a0c0-3f3299e10869,Entertainment:CreditAmountOffer:PerDay:PerRoom:ValueAdd:(Amount),VALUE_ADD_PROMOTION,Amount,null,The credit amount offered for a value add promotion for entertainment spending per room per day
